url,type,domain,tld,owner,e_count,has_A_and_T
soloautotuning.com/nissan-juke/,benign,soloautotuning.com,com,null,0,true
http://danielfabri.com.ar/mapa-del-sitio/index.html,defacement,danielfabri.com.ar,com.ar,FABRI DANIEL PABLO,1,false
totalwrestlinguk.co.uk/wcw-ppv.php,benign,totalwrestlinguk.co.uk,co.uk,null,1,true
armchairgm.wikia.com/1957_NCAA_Men%27s_Division_I_Basketball_Tournament,benign,wikia.com,com,Tucows Domains Inc.,0,false
facebook.com/TheLateLateShowwithCraigFerguson?filter=3,benign,facebook.com,com,"Meta Platforms, Inc.",1,false
baseball-almanac.com/teamstats/roster.php?y=1985&t=MON,benign,baseball-almanac.com,com,"Network Solutions, LLC",1,false
alibris.com/search/books/author/Pratt%2C%20Fletcher,benign,alibris.com,com,"GoDaddy.com, LLC",0,false
smartshoppingmontreal.com/store.php?s=146,benign,smartshoppingmontreal.com,com,Tucows Domains Inc.,1,true
http://elitedaily.com/entertainment/film/uncle-wears-princess-dress-movie-niece/976238/,benign,elitedaily.com,com,Identity Protection Service,2,true
dipity.com/timeline/NTSB-FedEx-Crash/,benign,dipity.com,com,"GoDaddy.com, LLC",0,false
facebook.com/pages/London-Ice-Dawgs-Youth-Hockey-Club/221260881220211,benign,facebook.com,com,"Meta Platforms, Inc.",1,false
http://bjgdhm.com/cn/product.asp?id_code=0007,defacement,bjgdhm.com,com,null,0,false
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=18648,benign,legendsofhockey.net,net,DATA REDACTED,4,false
kalamu.com/bol/2008/04/14/kevin-mahogany-%e2%80%9cjust-my-imagination%e2%80%9d/,benign,kalamu.com,com,"GoDaddy.com, LLC",0,false
baltimorebeatdown.com/2010/4/20/1433515/baltimore-ravens-2010-schedule,benign,baltimorebeatdown.com,com,Identity Protection Service,2,true
mylife.com/roygiff,benign,mylife.com,com,"Network Solutions, LLC",1,false
linkedin.com/pub/dir/chris/benoit,benign,linkedin.com,com,MarkMonitor Inc.,1,false
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=91:i-flauti&catid=38:rokstories&lang=it&Itemid=,defacement,suiteorchestra.it,it,null,2,true
http://rendeck.com/index.php/en/services/consultancy/joint-technology-selection,defacement,rendeck.com,com,null,2,false
youtube.com/watch?v=AEXM7LxEwig,benign,youtube.com,com,MarkMonitor Inc.,1,false
sydsarthaus.com,phishing,sydsarthaus.com,com,null,0,true
http://icomtec.com.my/westpac.au/login.westpac.au/update.billing/information/westpac.au/index.html,phishing,icomtec.com.my,com.my,null,1,false
afugowe.com,phishing,afugowe.com,com,null,1,false
allposters.co.uk/-st/Tessier-Posters_c82413_.htm,benign,allposters.co.uk,co.uk,"Wal-Mart Stores, Inc.",1,true
montrealselectlimo.com/,benign,montrealselectlimo.com,com,"GoDaddy.com, LLC",3,true
wiley.com/bw/editors.asp?ref=1098-1616,benign,wiley.com,com,"GoDaddy Corporate Domains, LLC",1,false
theposselist.com/agencies/indiana/indianapolis/,benign,theposselist.com,com,"GoDaddy.com, LLC",2,false
http://www.qrscelltech.com/de/component/content/article/44-qrs-fuer-leistungsorientierte-menschen?tmpl=component&print=1&page=,defacement,qrscelltech.com,com,Whoisprotection.cc,2,false
montrealgazette.com/sports/Horror+Hartford+silver+lining/5723049/story.html,benign,montrealgazette.com,com,Postmedia Network Inc.,3,true
katu.com/traffic/live,benign,katu.com,com,"GoDaddy Corporate Domains, LLC",0,true
http://torcache.net/torrent/C17420F0CEB6D995732BAE67BD73B51B505005EA.torrent?title=[kickass.to]counter.strike.source,benign,torcache.net,net,Jewella Privacy LLC Privacy ID# 1183090,2,true
hollow-art.com/base/jessalyn-gilsig-heroes,benign,hollow-art.com,com,Mesh Digital Limited,0,true
theglobeandmail.com/life/health/leslie-roberts-works-out-hard-to-overcome-a-poor-family-health-history/article1558802/,benign,theglobeandmail.com,com,The Globe and Mail Limited,2,true
burbed.com/,benign,burbed.com,com,Proxy Protection LLC,1,false
http://www.identcode.cz/cs/laserove-snimace-stacionarni.php,defacement,identcode.cz,cz,SB:TT159-RIPE_XX,2,false
mylife.com/c-1956134312,benign,mylife.com,com,"Network Solutions, LLC",1,false
ca.linkedin.com/pub/dir/Angela/+/ca-4880-Vancouver%2C-Canada-Area,benign,linkedin.com,com,MarkMonitor Inc.,1,false
mylife.com/damonhenrysr,benign,mylife.com,com,"Network Solutions, LLC",1,false
rottentomatoes.com/m/the_swimming_pool/,benign,rottentomatoes.com,com,MarkMonitor Inc.,2,true
aceshowbiz.com/celebrity/dianne_wiest/,benign,aceshowbiz.com,com,Privacy service provided by Withheld for Privacy ehf,1,false
https://medium.com/human-parts/the-laziest-coming-out-story-you-ve-ever-heard-a9f877acdd14?source=has-recommended,benign,medium.com,com,Identity Protection Service,1,false
elyrics.net/read/p/prince-lyrics/why-you-wanna-treat-me-so-bad-lyrics.html,benign,elyrics.net,net,"GoDaddy.com, LLC",2,false
http://9779.info/%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB%20%E5%9C%BA%E6%99%AF%E5%9B%BE/,malware,9779.info,info,null,0,false
checksure.biz/directors-da-121.htm,benign,checksure.biz,biz,REDACTED FOR PRIVACY,2,false
people.famouswhy.com/ramzi_yousef/,benign,famouswhy.com,com,REDACTED FOR PRIVACY,0,false
wn.com/Raymond,benign,wn.com,com,World News Pte Ltd,0,false
trtsport.cz,malware,trtsport.cz,cz,null,0,false
youtube.com/watch?v=aYRauv5oeXQ,benign,youtube.com,com,MarkMonitor Inc.,1,false
armchairgm.wikia.com/San_Diego_Chargers,benign,wikia.com,com,Tucows Domains Inc.,0,false
imartial.com/,benign,imartial.com,com,"GoDaddy.com, LLC",0,true
http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,malware,hc360.com,com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",0,false
ammmmazonm.temp.swtest.ru,phishing,swtest.ru,ru,SpaceWeb LLC,1,false
theglobeandmail.com/report-on-business/careers/susan-pinker/why-we-cant-really-assess-our-own-skills-and-performance/article1896412/,benign,theglobeandmail.com,com,The Globe and Mail Limited,2,true
doom.ocremix.org/,benign,ocremix.org,org,Iterations Productions,1,false
yidio.com/celebrity/ted+lange,benign,yidio.com,com,Yidio LLC,0,false
mondotimes.com/1/world/ca/63/3144/27447,benign,mondotimes.com,com,Mondo Code LLC,1,false
montrealgazette.com/health/Cancer+fight+hits+home+Alouettes+Marc+Olivier+Brouillette/5589710/story.html,benign,montrealgazette.com,com,Postmedia Network Inc.,3,true
wanderingcommuter.blogspot.com/2009/10/are-philippine-gay-indie-films-really.html,benign,blogspot.com,com,MarkMonitor Inc.,0,false
http://www.cannonvaleautopro.com.au/tools.html,defacement,cannonvaleautopro.com.au,com.au,CANNONVALE AUTO PRO,1,true
http://qz.com/371908/the-greeks-money-already-stuffed-under-mattresses-may-learn-their-fate-this-weekend/,benign,qz.com,com,"NameCheap, Inc.",0,false
baseball-almanac.com/yearly/yr1887a.shtml,benign,baseball-almanac.com,com,"Network Solutions, LLC",1,false
worthpoint.com/worthopedia/1881-rogers-silver-plate-tea-pot-sugar-bowl,benign,worthpoint.com,com,"GoDaddy.com, LLC",0,false
daylife.com/topic/Gabriel_Aubry,benign,daylife.com,com,"Amazon Registrar, Inc.",1,false
chnm.gmu.edu/dimenovels/romance_series.html,benign,gmu.edu,edu,null,1,false
mafiaslugger.blogspot.com/,benign,blogspot.com,com,MarkMonitor Inc.,0,false
forecaster.thehockeynews.com/hockeynews/hockey/player.cgi?990,benign,thehockeynews.com,com,"GoDaddy.com, LLC",3,false
amazon.com/Lonely-Planet-British-Columbia-Fanselow/dp/1864502207,benign,amazon.com,com,MarkMonitor Inc.,0,false
flightsimhangar.com/fsblog/?p=1061,benign,flightsimhangar.com,com,HugeDomains.com,0,true
comtedegrasse.org/history.html,benign,comtedegrasse.org,org,null,3,true
section303.com/jp-dumont-bought-out-by-the-nashville-predators-11886,benign,section303.com,com,"NameCheap, Inc.",1,false
zimbio.com/Marshon+Brooks,benign,zimbio.com,com,Privacy service provided by Withheld for Privacy ehf,0,false
linkedin.com/pub/dir/donald/harvey,benign,linkedin.com,com,MarkMonitor Inc.,1,false
scnow.com/sports/2011/mar/18/patriots-reflect-1986-naia-national-championship-ar-1598780/,benign,scnow.com,com,Tucows Domains Inc.,0,false
http://www.naylorantiques.com/d0y_qx_6_l_6hqo_ewkbketxbu1u7oy10gmkyfrgwnm8llrdhlxcps_ale1_d9b6mij__8tja_b1t__hke2i6dv4xmv0f1fr24/i5_mlqfp_znd5_khgrrgbwjyv__q6gz1yve5hq7agfj3o_pt8awujg9vuy1__d7hqr8yt42n__luu_hep_1et_dlku4_0f1_5_o/QDCHOZ0LZW.php,phishing,naylorantiques.com,com,"GoDaddy.com, LLC",1,true
http://diddydeshi.com/latest-news/2-latest-news/261-speech-given-at-october-main-grading.html,defacement,diddydeshi.com,com,null,1,false
songlyrics.com/doobie-brothers/sweet-maxine-lyrics/,benign,songlyrics.com,com,"Domain Protection Services, Inc.",0,false
http://babal.net/downloads_details/497/%D9%83%D8%A7%D8%B8%D9%85-%D8%A7%D9%84%D8%B3%D8%A7%D9%87%D8%B1---%D8%A7%D9%86%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D8%B3%D8%B1,benign,babal.net,net,"GoDaddy.com, LLC",1,true
http://zozo.jp/shop/americanragcie/?price=proper&p_ssy=2015&p_ssm=5&p_ssd=13&p_sey=2015&p_sem=5&p_sed=13&dstk=2,benign,zozo.jp,jp,null,0,false
http://pastehtml.com/view/b2i243gkw.html,phishing,pastehtml.com,com,Dynadot Inc,1,true
http://img14.360buyimg.com/n12/g12/M00/07/06/rBEQYVGV9NMIAAAAAAC3mn17ud8AABZ_wDjtTAAALey000.jpg%21q70.jpg,malware,360buyimg.com,com,"MarkMonitor Information Technology (Shanghai) Co., Ltd.",0,false
crisiscampmontreal.wordpress.com/,benign,wordpress.com,com,MarkMonitor Inc.,1,false
http://9779.info/%E6%89%8B%E5%B7%A5%E6%B2%BE%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,malware,9779.info,info,null,0,false
http://www.natureevent.dk/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5uYXR1cmVldmVudC5kay9ha3Rpdml0ZXRlci5odG1s,defacement,natureevent.dk,dk,Nature Event ApS,3,true
broadcasting-history.ca/index3.html?url=http%3A//www.broadcasting-history.ca/stations/tvlinks.html,benign,broadcasting-history.ca,ca,York University,0,true
johndouglasmindhunter.com/forums/viewtopic.php?t=6383,benign,johndouglasmindhunter.com,com,"GoDaddy.com, LLC",1,true
rachelperry.wordpress.com/2010/07/02/zach-and-angie-houston-wedding-photography/,benign,wordpress.com,com,MarkMonitor Inc.,1,false
iraqwarheroes.org/wightman.htm,benign,iraqwarheroes.org,org,OurWarHeroes.org,2,false
legacy.com/obituaries/herald/obituary.aspx?n=jeffrey-m-klein&pid=149024269,benign,legacy.com,com,"Network Solutions, LLC",1,false
associatedcontent.com/article/2907580/2010_nfl_predictions_buffalo_bills.html,benign,associatedcontent.com,com,MarkMonitor Inc.,2,true
company-formations-ireland.com/companies-registration-office.html,benign,company-formations-ireland.com,com,null,1,true
eagletribune.com/obituaries/x1305242071/Matilda-Sirois-81,benign,eagletribune.com,com,"GoDaddy Corporate Domains, LLC",3,true
funnybumblog.com/just-for-laughs-gags-accidental-shooting-prank/,benign,funnybumblog.com,com,null,0,false
en.wikipedia.org/wiki/Aria_(disambiguation),benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
http://sladkiybuket.net/index.php?page=shop.product_details&category_id=4&flypage=flypage_lite_pdf.tpl&product_id=37&option=com_virtuemart&Itemid=55,defacement,sladkiybuket.net,net,null,2,true
http://www.sklep-splawik.pl/index.php?option=com_content&view=article&id=17:pokaz-maver-2010&catid=7:pokazy-sprztu&Itemid=13,defacement,sklep-splawik.pl,pl,Aftermarket.pl Limited,1,false
urbanspoon.com/r/6/764245/restaurant/Locust-Street-Deli-Cafe-Walnut-Creek,benign,urbanspoon.com,com,https://www.101domain.com/,0,false
facebook.com/people/Randall-Moss/1118160021,benign,facebook.com,com,"Meta Platforms, Inc.",1,false
http://www.latablepaysanne.fr/index.php?option=com_content&view=frontpage&Itemid=12,defacement,latablepaysanne.fr,fr,GANDI,2,true
http://www.lescoulissesdetanger.com/galeriesmusees,defacement,lescoulissesdetanger.com,com,null,4,true
http://www.akmediaproductions.ca/index.php?option=com_content&view=article&id=53:custom-templates&catid=36:web-development&Itemid=71,defacement,akmediaproductions.ca,ca,REDACTED FOR PRIVACY,1,true
kansas.com/2011/10/25/2076791/a-history-of-kemper-arena-in-pictures.html,benign,kansas.com,com,"Network Solutions, LLC",0,false
en.wikipedia.org/wiki/KBWF,benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
manta.com/c/mt7wwmh/jason-rhoades,benign,manta.com,com,Identity Protection Service,0,true
amazon.com/Pink-Motel-VHS-Phyllis-Diller/dp/6301930185,benign,amazon.com,com,MarkMonitor Inc.,0,false
allensarchiveofearlyoldcountrymusic.blogspot.com/2011/01/fred-van-eps-vess-l-ossman-kings-of.html,benign,blogspot.com,com,MarkMonitor Inc.,0,false
wn.com/lewislavoie,benign,wn.com,com,"NameCheap, Inc.",0,false
packersnews.greenbaypressgazette.com/article/20111027/PKR01/111027128/Green-Bay-Packers-quarterback-Aaron-Rodgers-zeroing-in-on-record-breaking-season,benign,greenbaypressgazette.com,com,"GoDaddy Corporate Domains, LLC",5,true
en.wikipedia.org/wiki/Will_Work_for_Food_(TV_show),benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
kwqc.com/Global/story.asp?S=15903666,benign,kwqc.com,com,"GoDaddy Corporate Domains, LLC",0,false
christianacare.org/,benign,christianacare.org,org,REDACTED,1,true
http://annviviskennel.net/index.php?option=com_content&view=article&id=56&Itemid=79,defacement,annviviskennel.net,net,null,3,true
info-online-account.net,phishing,info-online-account.net,net,null,2,true
jets.nhl.com/club/news.htm?id=569847,benign,nhl.com,com,REDACTED FOR PRIVACY,0,false
gamefilmexpress.com/,benign,gamefilmexpress.com,com,IONOS SE,3,false
wolfslatkin.com/Attorneys/Albert-B-Wolf.shtml,benign,wolfslatkin.com,com,"Network Solutions, LLC",0,true
tv.com/shows/bewitched/the-house-that-uncle-arthur-built-25554/,benign,tv.com,com,"GoDaddy Corporate Domains, LLC",0,false
http://www.mo-priv.ru/index.php?option=com_content&view=article&id=838:2012-02-20-05-31-23&catid=39:2010-03-31-18-10-44&Itemid=62,defacement,mo-priv.ru,ru,"Administracia MO ""Privoljskiy rayon""",0,false
garybruce.bandcamp.com/,benign,bandcamp.com,com,"GoDaddy.com, LLC",0,false
facebook.com/people/Chester-Brown/1321855909,benign,facebook.com,com,"Meta Platforms, Inc.",1,false
movies.msn.com/celebrities/celebrity-biography/dean-stockwell/,benign,msn.com,com,MarkMonitor Inc.,0,false
http://www.dtcbv.nl/component/virtuemart/index.html?page=shop.browse&category_id=71,defacement,dtcbv.nl,nl,team.blue nl B.V.,0,false
http://www.real-house.nl/home/169-news-scene/964-the-calling-of-defected.html?tmpl=component&print=1&page=,defacement,real-house.nl,nl,null,2,false
ibnlive.in.com/news/ram-sampath-to-compose-for-rock-the-shaadi/190544-8-66.html,benign,in.com,com,Network18 Media and Investments Ltd.,0,false
washingtonexaminer.com/news/2011/11/safrica-top-politician-faces-bribery-accusations?category=18,benign,washingtonexaminer.com,com,"GoDaddy.com, LLC",2,true
fordfocus2012.org/,benign,fordfocus2012.org,org,null,0,false
microencapsulation.readmyweather.com,malware,readmyweather.com,com,null,3,true
http://www.ondrejov.cz/programy/uzavrena-skupina,defacement,ondrejov.cz,cz,DPS-ONDREJOV,1,false
salary-money.com/samuel-eto-salary-euro-625000.php,benign,salary-money.com,com,Proxy Protection LLC,1,false
classicrockforums.com/forum/f53/rip-jim-clench-10766/,benign,classicrockforums.com,com,REDACTED FOR PRIVACY,0,false
youtube.com/watch?v=093nXYvngLc,benign,youtube.com,com,MarkMonitor Inc.,1,false
en.wikipedia.org/wiki/List_of_hemophilia_organizations,benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
last.fm/music/Arcade+Fire,benign,last.fm,fm,"MarkMonitor, Inc.",0,true
evri.com/person/charles-l.-frink-0x5ae8da,benign,evri.com,com,Identity Protection Service,1,false
http://engine32truck16.com/component/content/article/87-anacostia-house.html,defacement,engine32truck16.com,com,null,2,false
http://onlineigri.net/all-games/igri-s-koli,defacement,onlineigri.net,net,DATA REDACTED,2,false
en.wikipedia.org/wiki/St._Vincent_Mercy_Children%27s_Hospital,benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
pennyfather.com/_nameindex.html,benign,pennyfather.com,com,null,2,true
http://www.vilagnomad.com/tables/payday-loans-direct-lenders-only.php,malware,vilagnomad.com,com,null,0,false
http://r-tuning.com.ua/index.php?option=com_virtuemart&page=shop.browse&category_id=420&Itemid=1,defacement,r-tuning.com.ua,com.ua,ФОП Хилюк Петро Миколайович,0,true
soccer365.com/news/u_s_news/m_l_s/6633/de_rosario_named_mls_mvp,benign,soccer365.com,com,"GoDaddy.com, LLC",1,false
lindaguarino.com/detail.asp?listingid=w32666&agentid=111138&searchtype=ByCorp,benign,lindaguarino.com,com,null,0,false
facebook.com/pages/CFMB/107472729281906,benign,facebook.com,com,"Meta Platforms, Inc.",1,false
jeopardylabs.com/,benign,jeopardylabs.com,com,Porkbun LLC,1,false
wn.com/The_Montreal_Star,benign,wn.com,com,World News Pte Ltd,0,false
linkedin.com/company/universal-studios,benign,linkedin.com,com,MarkMonitor Inc.,1,false
http://mixi.jp/share.pl?u=http://alfalfalfa.com/articles/117917.html&k=e09afc106e473491952cfe324aa83aabe5b07446,benign,mixi.jp,jp,null,0,false
facebook.com/WilburWatson,benign,facebook.com,com,"Meta Platforms, Inc.",1,false
yougabsports.com/pt/The-Almost-All-Time-San-Diego-Chargers/blog.htm,benign,yougabsports.com,com,Redacted for privacy,0,true
http://svadebny.com/x.txt,defacement,svadebny.com,com,null,1,false
filecrop.com/GhostGirl-Tonya-Hurley-loca-por-amor-.pdf.html,benign,filecrop.com,com,Dynadot Inc,1,false
channel5.com/shows/the-vanessa-show,benign,channel5.com,com,MarkMonitor Inc.,1,false
http://www.ksra.ca/form/use/verify/form1.html,phishing,ksra.ca,ca,REDACTED FOR PRIVACY,0,false
camerchants.com/Canada-City/QC/Quebec/St-Barthelemy,benign,camerchants.com,com,"Domain.com, LLC",1,true
videostravelguide.com/Virgin%20Islands/,benign,videostravelguide.com,com,NameBrightPrivacy.com,3,true
portlandmercury.com/portland/liam-finn-and-the-luyas/Event?oid=3633906,benign,portlandmercury.com,com,"Index Newspapers, LLC",1,true
uncyclopedia.wikia.com/wiki/New_Zealand,benign,wikia.com,com,Tucows Domains Inc.,0,false
en-gb.facebook.com/clementine.bailly,benign,facebook.com,com,"Meta Platforms, Inc.",1,false
http://distractify.com/post/related/id/5540d7154a0c4b3c311f252c/skip/10/limit/10/back/0,benign,distractify.com,com,"GoDaddy.com, LLC",0,true
news.am/eng/news/77114.html,benign,news.am,am,abcdomain (ABCDomain LLC),1,false
buckeyecablesystem.com/lineup/lineup-tol.html,benign,buckeyecablesystem.com,com,"Network Solutions, LLC",4,true
omaopioridge.com/,benign,omaopioridge.com,com,null,1,false
http://kakaku.com/kaden/food-processor/ranking_2129/pricedown/div-gpt-ad-k/header_text,benign,kakaku.com,com,"Kakaku.com, Inc.",0,false
forbes.com/sites/kitconews/2011/06/10/plan-nords-extension-of-route-167-key-for-mining-in-northern-quebec-stornoway-ceo/,benign,forbes.com,com,MarkMonitor Inc.,1,false
http://www.daytonaelectronics.co.za/index.php?option=com_content&view=article&id=47&Itemid=54,defacement,daytonaelectronics.co.za,co.za,Daytona Electronics cc,2,true
athletics.scout.com/2/621936.html,benign,scout.com,com,MarkMonitor Inc.,0,false
portland.daveknows.org/category/sport/timbers/,benign,daveknows.org,org,Jewella Privacy LLC,1,false
beyondrobson.com/music/2007/02/mixed_bag_book_of_lists_les_georges_leningrad_and_papercuts/,benign,beyondrobson.com,com,Dynadot Inc,1,false
5tothrive.net/cgi-bin/mt/mt-search.cgi?blog_id=1&tag=kaiser&limit=20,benign,5tothrive.net,net,Tucows Domains Inc.,2,false
en.wikipedia.org/wiki/Maurice_Richard_(film),benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
ussoccer.com/News/Federation-Services/2009/06/University-Of-Miami-President-Donna-E-Shalala-Joins-Team-To-Bring-FIFA-World-Cup-To-United-States-In.aspx,benign,ussoccer.com,com,"GoDaddy.com, LLC",1,false
washingtondc.bcg.com/,benign,bcg.com,com,"CSC Corporate Domains, Inc.",0,false
http://www.ijsbaanapeldoorn.nl/fotos-videos.html?vsig4_0=18&vsig4_1=2,defacement,ijsbaanapeldoorn.nl,nl,Exonet B.V.,1,false
spokeo.com/Matthew+Dunkle,benign,spokeo.com,com,REDACTED FOR PRIVACY,1,false
http://www.easylivinggreenproducts.com.au/shop.html?page=shop.product_details&category_id=41&flypage=flypage.tpl&product_id=93,defacement,easylivinggreenproducts.com.au,com.au,null,3,true
http://sfhhz.com/channels/138.html,defacement,sfhhz.com,com,Redacted for privacy,0,false
maxalbums.com/index.php?artist=Loredana%20Groza%20Zaraza,benign,maxalbums.com,com,PrivacyGuardian.org llc,0,false
http://www.tvsk.com.au/index.php,defacement,tvsk.com.au,com.au,null,0,true
http://interpark.com/product/MallDisplay.do?_method=Detail&sc.shopNo=0000100000&sc.dispNo=001930&sc.prdNo=3104163110&bm1=bottom&bm2=prd,benign,interpark.com,com,"Gabia, Inc.",1,true
temple.edu/classics/epic/index.html,benign,temple.edu,edu,null,3,false
kotaku.com/5395085/behold-the-single+player-fighting-game,benign,kotaku.com,com,Kotaku USA LLC,0,true
multilingualbooks.com/foreignvids-ital.html,benign,multilingualbooks.com,com,"Network Solutions, LLC",0,true
amazon.com/Born-Losers/dp/B002ZW6YX8,benign,amazon.com,com,MarkMonitor Inc.,0,false
http://www.nabu-gaildorf.de/index.php?option=com_search&Itemid=5,defacement,nabu-gaildorf.de,de,null,1,false
bloggn.grainews.ca/scotts_equip/2011/08/agcos-kansas-city-stars.html,benign,grainews.ca,ca,Service Desk,1,false
amazon.com/Barometer-Rising-New-Canadian-Library/dp/0771099916,benign,amazon.com,com,MarkMonitor Inc.,0,false
areawidenews.com/story/1495635.html,benign,areawidenews.com,com,CherryRoad Technologies,3,false
uk.ask.com/wiki/Hershey_Felder,benign,ask.com,com,MarkMonitor Inc.,0,false
http://mylust.com/videos/69734/a-small-cock-of-that-guy-is-still-good-for-this-vintage-whore/,benign,mylust.com,com,Whois Privacy (enumDNS dba),0,false
cartoonnetwork.com/feedback/index.html,benign,cartoonnetwork.com,com,"Turner Broadcasting System, Inc.",1,true
twinkacademy.com/index2.htm,benign,twinkacademy.com,com,"Wild West Domains, LLC",1,true
http://www.botoxina.com/index.php?view=article&id=81:b0toxina-injectable-b&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=105&lang=en,defacement,botoxina.com,com,REDACTED FOR PRIVACY,0,true
freepages.genealogy.rootsweb.ancestry.com/~rosdavies/SURNAMES/B/BruBry.htm,benign,ancestry.com,com,MarkMonitor Inc.,1,true
mortonsauto.com/,benign,mortonsauto.com,com,Launchpad.com Inc.,0,true
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0002467,benign,thecanadianencyclopedia.com,com,REDACTED FOR PRIVACY,3,true
eveningtribune.com/features/x1638744422/Days-until-Sept-11-Remembrances-begin-Wednesday-and-continue-through-10-year-anniversary-or-terror-attacks,benign,eveningtribune.com,com,"GoDaddy Corporate Domains, LLC",3,false
http://zshsq.com/news/html/index.html?429.html,defacement,zshsq.com,com,Redacted for privacy,0,false
encycl.opentopia.com/term/KPIX-TV,benign,opentopia.com,com,"GoDaddy.com, LLC",1,true
http://www.sanpedrolee.com.ar/index.php?option=com_content&view=article&id=49&Itemid=70,defacement,sanpedrolee.com.ar,com.ar,null,3,false
semissourian.com/story/1753207.html,benign,semissourian.com,com,"Network Solutions, LLC",1,false
capitals.nhl.com/club/page.htm?id=62951,benign,nhl.com,com,REDACTED FOR PRIVACY,0,false
manta.com/c/mmdjrmw/walls-alive-paper-hanging-inc,benign,manta.com,com,Identity Protection Service,0,true
richnye.com/,benign,richnye.com,com,"Register.com - Network Solutions, LLC",1,false
bizofbaseball.com/index.php?option=com_content&task=view&id=1899&Itemid=81,benign,bizofbaseball.com,com,Tucows Domains Inc.,1,false
http://www.beriva.lt/index.html?di=akcijos&R=1&iid=602416,defacement,beriva.lt,lt,null,1,true
http://apoiojur.com.br/index.php,defacement,apoiojur.com.br,com.br,Sensu Publica  es Juridicas Ltda,0,false
http://dienlanhvn.com/index.php/lien-h.html,defacement,dienlanhvn.com,com,HugeDomains.com,1,false
cincinnati.reds.mlb.com/stats/historical/individual_stats_player.jsp?c_id=cin&playerID=115587&print=true&HS=True,benign,mlb.com,com,"GoDaddy Corporate Domains, LLC",0,false
en.wikipedia.org/wiki/Dean_Marshall,benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
sfgate.com/sports/warriors/,benign,sfgate.com,com,"CSC Corporate Domains, Inc.",1,true
http://www.nephotography.com.au/galleries/index.php?do=registry,defacement,nephotography.com.au,com.au,"BONGERS, MARC ANTHONY",1,true
http://jcmt.nl/en/sitemap,defacement,jcmt.nl,nl,null,0,false
http://torcache.net/torrent/A53109A89F38C9D0BACB394E51703AE921F56967.torrent?title=[kickass.to]dum.laga.ke.haisha.2015.720p.blu.ray.hindi.x264.ac3.5.1.mafiaking.m2tv,benign,torcache.net,net,Jewella Privacy LLC Privacy ID# 1183090,2,true
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=64:pianoforte-e-basso&catid=38:rokstories&lang=it&Itemid=,defacement,suiteorchestra.it,it,null,2,true
arashixdream.com/2009/08/5x10-mp3-arashi-hidden-track-from-all.html,benign,arashixdream.com,com,Realtime Register B.V.,1,false
http://www.tochnogopvakantie.nl/reizen/Nederland/Nederland/Kort+(tot+1+week).html,defacement,tochnogopvakantie.nl,nl,null,1,true
tremblay-alvergne.com/,benign,tremblay-alvergne.com,com,null,3,true
goatlocker.org/oldlogs/oldlogc98.htm,benign,goatlocker.org,org,Goatlocker,1,true
xo3fhvm5lcvzy92q.download,malware,xo3fhvm5lcvzy92q.download,download,null,0,false
http://www.food-nrw.de/index.php/forum/257-forum-nachhaltigkeit-in-der-ernaehrungsindustrie-am-28112012,defacement,food-nrw.de,de,null,1,false
telusplanet.net/public/dgarneau/french14.htm,benign,telusplanet.net,net,MarkMonitor Inc.,3,true
en.wikipedia.org/wiki/Jim_Macpherson,benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
maa.org/features/012304mathinindustry.html,benign,maa.org,org,REDACTED,0,false
docstoc.com/docs/22027831/Council-on-Foreign-Relations--CFR--Membership-Lists-1950-2005,benign,docstoc.com,com,"GoDaddy.com, LLC",0,false
nihahaw5.beget.tech,phishing,beget.tech,tech,Beget LLC,3,false
http://www.versverwerktegroenten.nl/gezondheid/oorzaken-lage-consumptie.html?page=gezondheid%2Foorzaken-lage-consumptie,defacement,versverwerktegroenten.nl,nl,RegistrarHub,6,false
sites.google.com/a/woodplanning.com/www/,benign,google.com,com,MarkMonitor Inc.,1,false
answers.yahoo.com/question/index?qid=20060825211359AAIp8Zb,benign,yahoo.com,com,MarkMonitor Inc.,0,false
theonion.com/,benign,theonion.com,com,MarkMonitor Inc.,1,false
